"IMMUNE_CELLTYPE"	"TC"	"Correlation"	"PValue"	"ABSCOR"
"1156"	"Monocytes"	"V46"	0.059799316	4.84e-10	0.059799316
"1157"	"T.cells.CD4.naive"	"V8"	-0.0598	4.92e-10	0.059774649
"1158"	"T.cells.CD8"	"V896"	0.0597	5.06e-10	0.059730937
"1159"	"T.cells.CD4.memory.activated"	"V295"	0.0597	5.19e-10	0.059692282
"1160"	"T.cells.CD4.memory.resting"	"V789"	-0.0597	5.2e-10	0.059690524
"1161"	"Mast.cells.resting"	"V295"	0.05968078	5.23e-10	0.05968078
"1162"	"Mast.cells.activated"	"V455"	-0.059669416	5.27e-10	0.059669416
"1163"	"Dendritic.cells.activated"	"V777"	-0.059630073	5.41e-10	0.059630073
"1164"	"NK.cells.resting"	"V1119"	-0.0596	5.5e-10	0.059606826
"1165"	"T.cells.CD4.memory.activated"	"V511"	-0.0596	5.67e-10	0.05956018
"1166"	"T.cells.regulatory..Tregs."	"V773"	-0.0595	5.74e-10	0.0595417
"1167"	"T.cells.CD8"	"V1170"	-0.0595	5.95e-10	0.059487136
"1168"	"T.cells.CD4.memory.activated"	"V1112"	-0.0594	6.33e-10	0.059393204
"1169"	"T.cells.CD4.memory.activated"	"V1032"	0.0594	6.41e-10	0.059375235
"1170"	"Dendritic.cells.activated"	"V1246"	-0.059348006	6.52e-10	0.059348006
"1171"	"B.cells.memory"	"V1224"	-0.0592	7.23e-10	0.059191295
"1172"	"Dendritic.cells.activated"	"V630"	-0.059173795	7.32e-10	0.059173795
"1173"	"Macrophages.M0"	"V669"	0.05916438	7.36e-10	0.05916438
"1174"	"Monocytes"	"V269"	0.059162313	7.37e-10	0.059162313
"1175"	"T.cells.CD8"	"V593"	0.0591	7.73e-10	0.059091489
"1176"	"Neutrophils"	"V458"	0.058915074	8.67e-10	0.058915074
"1177"	"T.cells.regulatory..Tregs."	"V511"	0.0589	8.78e-10	0.058896679
"1178"	"Dendritic.cells.resting"	"V1155"	0.058747527	9.68e-10	0.058747527
"1179"	"Eosinophils"	"V425"	-0.058695965	1e-09	0.058695965
"1180"	"Dendritic.cells.resting"	"V143"	0.058688305	1.01e-09	0.058688305
"1181"	"NK.cells.resting"	"V789"	-0.0586	1.05e-09	0.058626221
"1182"	"Dendritic.cells.activated"	"V207"	0.058606452	1.06e-09	0.058606452
"1183"	"T.cells.CD4.naive"	"V215"	0.0586	1.08e-09	0.05858093
"1184"	"B.cells.naive"	"V1359"	0.0586	1.09e-09	0.058565781
"1185"	"T.cells.CD8"	"V833"	0.0586	1.09e-09	0.058565187
"1186"	"Neutrophils"	"V1032"	0.058523789	1.12e-09	0.058523789
"1187"	"Eosinophils"	"V1185"	0.058511936	1.13e-09	0.058511936
"1188"	"Macrophages.M1"	"V482"	-0.058464526	1.16e-09	0.058464526
"1189"	"Mast.cells.activated"	"V8"	0.058448012	1.18e-09	0.058448012
"1190"	"Eosinophils"	"V373"	-0.058445556	1.18e-09	0.058445556
"1191"	"Dendritic.cells.activated"	"V1378"	0.058428944	1.19e-09	0.058428944
"1192"	"T.cells.CD4.naive"	"V825"	-0.0584	1.2e-09	0.058422988
"1193"	"NK.cells.activated"	"V487"	-0.058416568	1.2e-09	0.058416568
"1194"	"NK.cells.resting"	"V986"	-0.0584	1.24e-09	0.0583653
"1195"	"Monocytes"	"V773"	0.058349631	1.25e-09	0.058349631
"1196"	"NK.cells.activated"	"V1198"	0.058349021	1.26e-09	0.058349021
"1197"	"T.cells.CD4.memory.activated"	"V773"	-0.0583	1.28e-09	0.058320179
"1198"	"T.cells.CD4.memory.activated"	"V926"	-0.0583	1.32e-09	0.058275876
"1199"	"T.cells.CD8"	"V647"	0.0582	1.34e-09	0.058245061
"1200"	"Eosinophils"	"V1112"	-0.058143856	1.43e-09	0.058143856
"1201"	"Macrophages.M1"	"V12"	-0.058087272	1.49e-09	0.058087272
"1202"	"Macrophages.M0"	"V373"	-0.058038934	1.53e-09	0.058038934
"1203"	"Dendritic.cells.activated"	"V1359"	0.058005742	1.57e-09	0.058005742
"1204"	"B.cells.naive"	"V485"	0.057861115	1.72e-09	0.057861115
"1205"	"T.cells.CD8"	"V8"	0.0578	1.82e-09	0.057775726
"1206"	"Macrophages.M0"	"V567"	-0.057772286	1.82e-09	0.057772286
"1207"	"T.cells.regulatory..Tregs."	"V870"	-0.0577	1.86e-09	0.057738412
"1208"	"T.cells.CD4.memory.resting"	"V1164"	0.0577	1.87e-09	0.057729477
"1209"	"Dendritic.cells.activated"	"V671"	0.057668106	1.95e-09	0.057668106
"1210"	"Mast.cells.resting"	"V1198"	0.057667925	1.95e-09	0.057667925
"1211"	"T.cells.CD4.memory.activated"	"V1185"	0.0577	1.97e-09	0.057650265
"1212"	"T.cells.regulatory..Tregs."	"V523"	0.0575	2.11e-09	0.057544873
"1213"	"Macrophages.M0"	"V1117"	-0.057541266	2.11e-09	0.057541266
"1214"	"Eosinophils"	"V881"	0.057528104	2.13e-09	0.057528104
"1215"	"T.cells.CD8"	"V840"	0.0575	2.14e-09	0.057523198
"1216"	"NK.cells.activated"	"V1185"	0.057439843	2.26e-09	0.057439843
"1217"	"Macrophages.M1"	"V139"	-0.057385223	2.34e-09	0.057385223
"1218"	"Mast.cells.resting"	"V1194"	-0.057342423	2.4e-09	0.057342423
"1219"	"Eosinophils"	"V8"	-0.05733803	2.41e-09	0.05733803
"1220"	"T.cells.CD4.memory.resting"	"V736"	-0.0573	2.48e-09	0.057291537
"1221"	"T.cells.CD4.memory.resting"	"V754"	0.0572	2.7e-09	0.057155552
"1222"	"Mast.cells.resting"	"V1195"	-0.05715121	2.71e-09	0.05715121
"1223"	"T.cells.regulatory..Tregs."	"V923"	0.0571	2.83e-09	0.057083261
"1224"	"B.cells.naive"	"V804"	-0.057069305	2.86e-09	0.057069305
"1225"	"Macrophages.M2"	"V116"	-0.057007285	2.97e-09	0.057007285
"1226"	"Mast.cells.activated"	"V923"	0.0569632	3.06e-09	0.0569632
"1227"	"B.cells.memory"	"V754"	0.057	3.08e-09	0.056952509
"1228"	"Macrophages.M1"	"V336"	0.056948508	3.08e-09	0.056948508
"1229"	"T.cells.regulatory..Tregs."	"V887"	0.0569	3.13e-09	0.056923379
"1230"	"T.cells.gamma.delta"	"V1224"	0.0568	3.3e-09	0.056841207
"1231"	"NK.cells.activated"	"V825"	0.056797056	3.4e-09	0.056797056
"1232"	"B.cells.naive"	"V1373"	-0.0567	3.52e-09	0.056739312
"1233"	"B.cells.naive"	"V949"	0.056688072	3.64e-09	0.056688072
"1234"	"Monocytes"	"V1069"	-0.056648213	3.73e-09	0.056648213
"1235"	"Dendritic.cells.resting"	"V163"	0.056634123	3.76e-09	0.056634123
"1236"	"Macrophages.M0"	"V413"	-0.056623909	3.79e-09	0.056623909
"1237"	"T.cells.CD8"	"V789"	0.0566	3.89e-09	0.056581825
"1238"	"Plasma.cells"	"V516"	-0.0566	3.9e-09	0.056575734
"1239"	"Dendritic.cells.activated"	"V8"	0.056520873	4.04e-09	0.056520873
"1240"	"T.cells.regulatory..Tregs."	"V669"	-0.0565	4.16e-09	0.056476487
"1241"	"B.cells.naive"	"V336"	0.05644879	4.23e-09	0.05644879
"1242"	"T.cells.regulatory..Tregs."	"V833"	0.0564	4.25e-09	0.056442994
"1243"	"Dendritic.cells.activated"	"V923"	0.056437501	4.26e-09	0.056437501
"1244"	"Dendritic.cells.resting"	"V754"	0.056417773	4.31e-09	0.056417773
"1245"	"Dendritic.cells.resting"	"V486"	-0.056408244	4.34e-09	0.056408244
"1246"	"T.cells.CD4.memory.resting"	"V564"	-0.0562	4.99e-09	0.056184726
"1247"	"B.cells.memory"	"V148"	0.0562	5e-09	0.056183394
"1248"	"Mast.cells.activated"	"V1373"	-0.056170324	5.04e-09	0.056170324
"1249"	"T.cells.CD8"	"V342"	-0.0562	5.07e-09	0.056161671
"1250"	"Mast.cells.resting"	"V814"	-0.056139794	5.13e-09	0.056139794
"1251"	"Plasma.cells"	"V946"	-0.0561	5.32e-09	0.056084313
"1252"	"T.cells.follicular.helper"	"V843"	-0.056	5.43e-09	0.056049622
"1253"	"Plasma.cells"	"V63"	-0.0559	6.12e-09	0.055857575
"1254"	"T.cells.CD8"	"V777"	0.0558	6.23e-09	0.055831313
"1255"	"Dendritic.cells.activated"	"V131"	-0.055680554	6.84e-09	0.055680554
"1256"	"T.cells.CD4.naive"	"V291"	0.0557	6.93e-09	0.055658938
"1257"	"Eosinophils"	"V1108"	0.055603117	7.17e-09	0.055603117
"1258"	"B.cells.naive"	"V1303"	-0.0556	7.21e-09	0.05559436
"1259"	"B.cells.naive"	"V82"	0.055459054	7.84e-09	0.055459054
"1260"	"T.cells.CD4.memory.resting"	"V1119"	-0.0554	8.32e-09	0.055364346
"1261"	"Mast.cells.resting"	"V895"	-0.05534024	8.44e-09	0.05534024
"1262"	"NK.cells.activated"	"V1303"	-0.055232354	9.02e-09	0.055232354
"1263"	"Macrophages.M2"	"V777"	-0.055173587	9.35e-09	0.055173587
"1264"	"B.cells.naive"	"V55"	-0.055095759	9.81e-09	0.055095759
"1265"	"T.cells.CD4.memory.activated"	"V758"	0.0551	9.87e-09	0.055085905
"1266"	"Monocytes"	"V413"	0.054983364	1.05e-08	0.054983364
"1267"	"T.cells.CD8"	"V964"	0.055	1.07e-08	0.054958121
"1268"	"B.cells.naive"	"V680"	0.054883224	1.12e-08	0.054883224
"1269"	"T.cells.CD4.memory.activated"	"V366"	0.0549	1.13e-08	0.054859598
"1270"	"Neutrophils"	"V825"	0.054822566	1.16e-08	0.054822566
"1271"	"T.cells.CD8"	"V1194"	-0.0548	1.19e-08	0.054785726
"1272"	"T.cells.CD4.memory.activated"	"V887"	0.0548	1.19e-08	0.054782596
"1273"	"NK.cells.activated"	"V1170"	-0.054694147	1.26e-08	0.054694147
"1274"	"B.cells.naive"	"V518"	-0.054683902	1.26e-08	0.054683902
"1275"	"Neutrophils"	"V148"	0.054589334	1.34e-08	0.054589334
"1276"	"T.cells.CD4.memory.activated"	"V1246"	-0.0546	1.35e-08	0.054569338
"1277"	"T.cells.CD4.memory.activated"	"V426"	-0.0545	1.4e-08	0.054517397
"1278"	"Macrophages.M2"	"V1112"	-0.054468721	1.44e-08	0.054468721
"1279"	"Macrophages.M1"	"V291"	0.054466117	1.44e-08	0.054466117
"1280"	"Eosinophils"	"V1224"	-0.05437188	1.53e-08	0.05437188
"1281"	"T.cells.follicular.helper"	"V523"	-0.0543	1.62e-08	0.054270257
"1282"	"Neutrophils"	"V777"	-0.054242386	1.65e-08	0.054242386
"1283"	"T.cells.CD4.memory.resting"	"V518"	-0.0542	1.69e-08	0.054204295
"1284"	"Mast.cells.resting"	"V881"	-0.054201274	1.69e-08	0.054201274
"1285"	"Dendritic.cells.resting"	"V82"	0.054198224	1.7e-08	0.054198224
"1286"	"NK.cells.activated"	"V494"	-0.054189266	1.71e-08	0.054189266
"1287"	"B.cells.naive"	"V540"	0.054135341	1.76e-08	0.054135341
"1288"	"Dendritic.cells.resting"	"V518"	-0.05410585	1.79e-08	0.05410585
"1289"	"Dendritic.cells.activated"	"V579"	-0.054086711	1.82e-08	0.054086711
"1290"	"Mast.cells.activated"	"V1108"	-0.054021818	1.89e-08	0.054021818
"1291"	"T.cells.follicular.helper"	"V485"	-0.054	1.95e-08	0.053966404
"1292"	"Mast.cells.activated"	"V36"	0.053948499	1.97e-08	0.053948499
"1293"	"NK.cells.activated"	"V647"	0.053907598	2.02e-08	0.053907598
"1294"	"Macrophages.M1"	"V567"	-0.053906204	2.02e-08	0.053906204
"1295"	"T.cells.CD4.memory.resting"	"V680"	0.0539	2.04e-08	0.053894044
"1296"	"T.cells.CD4.naive"	"V1303"	-0.0539	2.09e-08	0.053850891
"1297"	"NK.cells.activated"	"V458"	-0.0538	2.12e-08	0.053832494
"1298"	"B.cells.naive"	"V777"	-0.053769261	2.2e-08	0.053769261
"1299"	"T.cells.CD4.memory.resting"	"V522"	0.0537	2.23e-08	0.053743276
"1300"	"T.cells.CD4.memory.activated"	"V269"	-0.0537	2.28e-08	0.053705053
"1301"	"T.cells.CD4.memory.resting"	"V63"	-0.0537	2.34e-08	0.053663442
"1302"	"Eosinophils"	"V949"	0.053656159	2.35e-08	0.053656159
"1303"	"T.cells.follicular.helper"	"V479"	0.0536	2.41e-08	0.053614025
"1304"	"Macrophages.M2"	"V1164"	0.053572281	2.47e-08	0.053572281
"1305"	"T.cells.CD8"	"V139"	-0.0535	2.64e-08	0.053462044
"1306"	"Monocytes"	"V949"	0.053436774	2.68e-08	0.053436774
"1307"	"Dendritic.cells.activated"	"V1194"	-0.053385108	2.77e-08	0.053385108
"1308"	"Macrophages.M1"	"V82"	0.053356226	2.81e-08	0.053356226
"1309"	"T.cells.CD4.naive"	"V601"	-0.0533	2.99e-08	0.053256421
"1310"	"B.cells.naive"	"V758"	0.053167955	3.15e-08	0.053167955
"1311"	"T.cells.CD4.memory.resting"	"V773"	-0.0531	3.18e-08	0.053149989
"1312"	"Dendritic.cells.resting"	"V1224"	-0.053089083	3.3e-08	0.053089083
"1313"	"T.cells.follicular.helper"	"V1204"	-0.053	3.43e-08	0.053022152
"1314"	"Mast.cells.activated"	"V647"	-0.053017224	3.44e-08	0.053017224
"1315"	"T.cells.regulatory..Tregs."	"V630"	-0.0529	3.61e-08	0.052934909
"1316"	"T.cells.CD4.naive"	"V1117"	0.0529	3.74e-08	0.052879051
"1317"	"Monocytes"	"V777"	-0.05272369	4.1e-08	0.05272369
"1318"	"Mast.cells.activated"	"V898"	0.052647206	4.28e-08	0.052647206
"1319"	"Dendritic.cells.resting"	"V1061"	-0.052602125	4.4e-08	0.052602125
"1320"	"Monocytes"	"V1246"	-0.052586414	4.44e-08	0.052586414
"1321"	"Macrophages.M1"	"V680"	0.052546909	4.54e-08	0.052546909
"1322"	"Macrophages.M2"	"V647"	-0.052534574	4.58e-08	0.052534574
"1323"	"Eosinophils"	"V777"	-0.052533002	4.58e-08	0.052533002
"1324"	"T.cells.CD4.memory.activated"	"V609"	-0.0525	4.64e-08	0.052512683
"1325"	"B.cells.memory"	"V458"	0.0525	4.69e-08	0.052493442
"1326"	"Mast.cells.activated"	"V1132"	0.052492776	4.69e-08	0.052492776
"1327"	"Dendritic.cells.resting"	"V756"	0.052360718	5.07e-08	0.052360718
"1328"	"T.cells.CD4.memory.resting"	"V426"	-0.0523	5.12e-08	0.05234293
"1329"	"Dendritic.cells.activated"	"V394"	-0.052336281	5.14e-08	0.052336281
"1330"	"B.cells.memory"	"V8"	-0.0523	5.19e-08	0.052321629
"1331"	"Plasma.cells"	"V601"	0.0523	5.38e-08	0.052259388
"1332"	"Neutrophils"	"V464"	-0.052250925	5.41e-08	0.052250925
"1333"	"Mast.cells.resting"	"V1366"	0.05224267	5.43e-08	0.05224267
"1334"	"T.cells.CD8"	"V55"	-0.0522	5.69e-08	0.052164517
"1335"	"Dendritic.cells.activated"	"V1225"	-0.052126228	5.81e-08	0.052126228
"1336"	"Eosinophils"	"V1254"	0.051986998	6.3e-08	0.051986998
"1337"	"Plasma.cells"	"V986"	0.0519	6.54e-08	0.051924161
"1338"	"Macrophages.M2"	"V1195"	-0.051911551	6.59e-08	0.051911551
"1339"	"Mast.cells.resting"	"V466"	-0.051893006	6.66e-08	0.051893006
"1340"	"Mast.cells.resting"	"V425"	-0.051877161	6.72e-08	0.051877161
"1341"	"T.cells.regulatory..Tregs."	"V593"	0.0519	6.79e-08	0.051859716
"1342"	"Macrophages.M2"	"V82"	0.051851339	6.82e-08	0.051851339
"1343"	"T.cells.CD4.memory.activated"	"V896"	0.0517	7.27e-08	0.051741551
"1344"	"Dendritic.cells.activated"	"V870"	-0.051737755	7.29e-08	0.051737755
"1345"	"Macrophages.M1"	"V516"	-0.05171304	7.39e-08	0.05171304
"1346"	"T.cells.CD8"	"V960"	0.0517	7.46e-08	0.051696328
"1347"	"B.cells.memory"	"V116"	-0.0516	8.1e-08	0.05155431
"1348"	"Dendritic.cells.activated"	"V661"	0.051470288	8.5e-08	0.051470288
"1349"	"Mast.cells.resting"	"V269"	0.051435933	8.67e-08	0.051435933
"1350"	"Dendritic.cells.resting"	"V964"	0.051407203	8.82e-08	0.051407203
"1351"	"Dendritic.cells.resting"	"V373"	-0.051364003	9.04e-08	0.051364003
"1352"	"B.cells.naive"	"V1064"	0.051349252	9.12e-08	0.051349252
"1353"	"B.cells.memory"	"V1043"	-0.0513	9.49e-08	0.051279446
"1354"	"Dendritic.cells.resting"	"V1313"	0.05127698	9.5e-08	0.05127698
"1355"	"NK.cells.activated"	"V747"	-0.051230979	9.76e-08	0.051230979
"1356"	"Macrophages.M1"	"V269"	-0.051111896	1.04e-07	0.051111896
"1357"	"Eosinophils"	"V139"	0.051041349	1.09e-07	0.051041349
"1358"	"T.cells.regulatory..Tregs."	"V1366"	-0.051	1.11e-07	0.051012651
"1359"	"Dendritic.cells.activated"	"V1116"	-0.050992061	1.12e-07	0.050992061
"1360"	"Dendritic.cells.activated"	"V833"	-0.050965624	1.14e-07	0.050965624
"1361"	"B.cells.naive"	"V139"	-0.050934647	1.16e-07	0.050934647
"1362"	"Eosinophils"	"V756"	0.05092819	1.16e-07	0.05092819
"1363"	"Mast.cells.resting"	"V659"	-0.050748063	1.29e-07	0.050748063
"1364"	"T.cells.CD4.memory.resting"	"V540"	-0.0507	1.29e-07	0.050742681
"1365"	"Dendritic.cells.resting"	"V295"	0.050685101	1.33e-07	0.050685101
"1366"	"Monocytes"	"V898"	0.050639055	1.37e-07	0.050639055
"1367"	"B.cells.memory"	"V926"	-0.0506	1.39e-07	0.050616924
"1368"	"Monocytes"	"V516"	0.050564412	1.43e-07	0.050564412
"1369"	"NK.cells.resting"	"V269"	-0.0505	1.48e-07	0.050504194
"1370"	"T.cells.follicular.helper"	"V271"	0.0505	1.48e-07	0.050502887
"1371"	"T.cells.CD4.naive"	"V895"	-0.0504	1.54e-07	0.050431956
"1372"	"Mast.cells.resting"	"V482"	-0.050401141	1.57e-07	0.050401141
"1373"	"Mast.cells.resting"	"V840"	0.050346363	1.61e-07	0.050346363
"1374"	"Mast.cells.resting"	"V579"	0.050327681	1.63e-07	0.050327681
"1375"	"B.cells.memory"	"V1303"	-0.0503	1.65e-07	0.050307706
"1376"	"Monocytes"	"V1226"	0.050271033	1.68e-07	0.050271033
"1377"	"T.cells.follicular.helper"	"V649"	0.0502	1.76e-07	0.050197871
"1378"	"T.cells.CD4.naive"	"V286"	-0.0502	1.76e-07	0.050195229
"1379"	"Monocytes"	"V896"	0.050077375	1.88e-07	0.050077375
"1380"	"Monocytes"	"V840"	0.050060257	1.9e-07	0.050060257
"1381"	"Eosinophils"	"V840"	0.050056324	1.9e-07	0.050056324
"1382"	"Plasma.cells"	"V486"	-0.05	1.94e-07	0.050022018
"1383"	"T.cells.follicular.helper"	"V82"	0.0499	2.02e-07	0.049945658
"1384"	"T.cells.gamma.delta"	"V926"	-0.0499	2.1e-07	0.049877719
"1385"	"T.cells.follicular.helper"	"V1002"	-0.0499	2.1e-07	0.049874602
"1386"	"T.cells.CD4.naive"	"V923"	0.0498	2.22e-07	0.049775405
"1387"	"T.cells.CD8"	"V888"	-0.0497	2.34e-07	0.049683039
"1388"	"B.cells.naive"	"V1155"	0.0497	2.34e-07	0.049682318
"1389"	"Mast.cells.resting"	"V870"	0.049583063	2.48e-07	0.049583063
"1390"	"Dendritic.cells.activated"	"V1145"	-0.049549856	2.52e-07	0.049549856
"1391"	"Dendritic.cells.activated"	"V659"	-0.04954499	2.53e-07	0.04954499
"1392"	"Eosinophils"	"V207"	-0.049542744	2.53e-07	0.049542744
"1393"	"Mast.cells.resting"	"V668"	0.049512117	2.58e-07	0.049512117
"1394"	"T.cells.CD4.naive"	"V373"	-0.0495	2.6e-07	0.049492603
"1395"	"T.cells.CD8"	"V220"	0.0494	2.79e-07	0.049370524
"1396"	"Eosinophils"	"V215"	0.049350996	2.82e-07	0.049350996
"1397"	"NK.cells.activated"	"V601"	-0.049350602	2.82e-07	0.049350602
"1398"	"T.cells.CD4.memory.activated"	"V336"	0.0493	2.82e-07	0.049349735
"1399"	"Eosinophils"	"V464"	-0.049318756	2.87e-07	0.049318756
"1400"	"Monocytes"	"V1195"	-0.049312999	2.88e-07	0.049312999
"1401"	"T.cells.CD4.memory.activated"	"V458"	0.0493	2.88e-07	0.049312215
"1402"	"Dendritic.cells.resting"	"V291"	0.049280888	2.93e-07	0.049280888
"1403"	"Macrophages.M2"	"V786"	0.049264008	2.96e-07	0.049264008
"1404"	"NK.cells.activated"	"V521"	-0.049211113	3.04e-07	0.049211113
"1405"	"T.cells.CD8"	"V1233"	-0.0492	3.07e-07	0.049198293
"1406"	"Mast.cells.resting"	"V1378"	-0.049193418	3.07e-07	0.049193418
"1407"	"T.cells.CD4.memory.activated"	"V1366"	-0.0492	3.13e-07	0.049161216
"1408"	"NK.cells.resting"	"V1195"	-0.0491	3.15e-07	0.049149711
"1409"	"Monocytes"	"V139"	0.049090823	3.25e-07	0.049090823
"1410"	"T.cells.follicular.helper"	"V1155"	0.0491	3.25e-07	0.049090188
"1411"	"Macrophages.M1"	"V1359"	0.049084748	3.26e-07	0.049084748
"1412"	"Dendritic.cells.resting"	"V1185"	0.049063016	3.3e-07	0.049063016
"1413"	"B.cells.naive"	"V601"	0.048994785	3.43e-07	0.048994785
"1414"	"T.cells.CD4.memory.activated"	"V253"	0.049	3.44e-07	0.048990446
"1415"	"T.cells.CD8"	"V458"	0.049	3.46e-07	0.048978043
"1416"	"T.cells.regulatory..Tregs."	"V46"	0.049	3.46e-07	0.048977461
"1417"	"Dendritic.cells.resting"	"V786"	0.048971579	3.47e-07	0.048971579
"1418"	"T.cells.follicular.helper"	"V773"	-0.0489	3.56e-07	0.048924408
"1419"	"T.cells.regulatory..Tregs."	"V825"	0.0489	3.66e-07	0.048874126
"1420"	"T.cells.CD8"	"V240"	0.0488	3.76e-07	0.048829608
"1421"	"T.cells.CD4.memory.resting"	"V139"	-0.0488	3.81e-07	0.04880403
"1422"	"T.cells.CD4.memory.activated"	"V788"	-0.0488	3.87e-07	0.048773882
"1423"	"T.cells.CD4.naive"	"V295"	0.0488	3.91e-07	0.048756524
"1424"	"Neutrophils"	"V647"	-0.048734879	3.96e-07	0.048734879
"1425"	"B.cells.naive"	"V342"	-0.048681928	4.07e-07	0.048681928
"1426"	"Dendritic.cells.activated"	"V840"	0.048625554	4.2e-07	0.048625554
"1427"	"T.cells.follicular.helper"	"V451"	0.0485	4.39e-07	0.048545602
"1428"	"Dendritic.cells.resting"	"V1145"	-0.048506493	4.48e-07	0.048506493
"1429"	"Macrophages.M2"	"V482"	-0.048472914	4.56e-07	0.048472914
"1430"	"B.cells.memory"	"V373"	-0.0484	4.73e-07	0.048408729
"1431"	"T.cells.CD4.naive"	"V518"	-0.0484	4.73e-07	0.048407291
"1432"	"T.cells.follicular.helper"	"V1112"	-0.0484	4.77e-07	0.048391473
"1433"	"T.cells.CD4.memory.activated"	"V579"	-0.0483	5.03e-07	0.048295561
"1434"	"B.cells.memory"	"V923"	0.0483	5.11e-07	0.048266596
"1435"	"NK.cells.resting"	"V466"	-0.0482	5.19e-07	0.048236238
"1436"	"B.cells.memory"	"V888"	-0.0482	5.23e-07	0.048222371
"1437"	"T.cells.follicular.helper"	"V207"	-0.0481	5.59e-07	0.048099631
"1438"	"T.cells.CD4.memory.activated"	"V518"	-0.0481	5.69e-07	0.04806673
"1439"	"NK.cells.activated"	"V522"	-0.048048866	5.74e-07	0.048048866
"1440"	"Dendritic.cells.resting"	"V148"	0.047999561	5.9e-07	0.047999561
"1441"	"NK.cells.activated"	"V169"	-0.048	6.02e-07	0.047960948
"1442"	"Dendritic.cells.resting"	"V8"	-0.047918815	6.16e-07	0.047918815
"1443"	"NK.cells.activated"	"V839"	-0.047843056	6.42e-07	0.047843056
"1444"	"T.cells.regulatory..Tregs."	"V882"	0.0477	6.76e-07	0.047747016
"1445"	"Macrophages.M1"	"V1209"	-0.047684734	6.99e-07	0.047684734
"1446"	"B.cells.memory"	"V295"	0.0477	6.99e-07	0.047683772
"1447"	"Monocytes"	"V1254"	0.047631615	7.19e-07	0.047631615
"1448"	"Monocytes"	"V659"	-0.047625548	7.21e-07	0.047625548
"1449"	"T.cells.CD4.naive"	"V1164"	0.0476	7.27e-07	0.047610046
"1450"	"T.cells.follicular.helper"	"V1209"	-0.0476	7.34e-07	0.047594079
"1451"	"NK.cells.resting"	"V647"	-0.0475	7.62e-07	0.047523933
"1452"	"T.cells.regulatory..Tregs."	"V1155"	-0.0474	7.96e-07	0.047440543
"1453"	"Macrophages.M1"	"V511"	-0.047396226	8.15e-07	0.047396226
"1454"	"Dendritic.cells.resting"	"V1195"	-0.047381472	8.22e-07	0.047381472
"1455"	"T.cells.CD4.memory.activated"	"V46"	0.0474	8.34e-07	0.047353069
"1456"	"T.cells.CD8"	"V467"	0.0473	8.71e-07	0.047272492
"1457"	"T.cells.CD4.memory.activated"	"V1132"	-0.0473	8.78e-07	0.047256614
"1458"	"Plasma.cells"	"V839"	-0.0472	8.87e-07	0.047238222
"1459"	"T.cells.CD4.naive"	"V523"	-0.0472	8.91e-07	0.047229601
"1460"	"Dendritic.cells.activated"	"V669"	-0.047149736	9.3e-07	0.047149736
"1461"	"Neutrophils"	"V269"	-0.047137247	9.36e-07	0.047137247
"1462"	"T.cells.CD8"	"V758"	0.0471	9.53e-07	0.047103499
"1463"	"T.cells.regulatory..Tregs."	"V466"	0.0471	9.55e-07	0.047098334
"1464"	"B.cells.naive"	"V2"	-0.04707494	9.67e-07	0.04707494
"1465"	"Macrophages.M0"	"V926"	-0.04701075	1e-06	0.04701075
"1466"	"Monocytes"	"V455"	0.046991426	1.01e-06	0.046991426
"1467"	"T.cells.CD4.memory.activated"	"V494"	0.047	1.01e-06	0.046986917
"1468"	"Dendritic.cells.resting"	"V1198"	0.046980264	1.02e-06	0.046980264
"1469"	"Neutrophils"	"V949"	0.046929158	1.04e-06	0.046929158
"1470"	"Mast.cells.activated"	"V485"	-0.046928086	1.05e-06	0.046928086
"1471"	"Dendritic.cells.resting"	"V1205"	0.046902813	1.06e-06	0.046902813
"1472"	"B.cells.memory"	"V1117"	0.0469	1.07e-06	0.046886244
"1473"	"Monocytes"	"V487"	-0.046852158	1.09e-06	0.046852158
"1474"	"Monocytes"	"V786"	-0.046850608	1.09e-06	0.046850608
"1475"	"T.cells.gamma.delta"	"V754"	-0.0468	1.09e-06	0.046845479
"1476"	"Mast.cells.resting"	"V207"	-0.046777276	1.13e-06	0.046777276
"1477"	"T.cells.CD4.naive"	"V1378"	0.0468	1.14e-06	0.046759512
"1478"	"Dendritic.cells.resting"	"V986"	-0.046754446	1.15e-06	0.046754446
"1479"	"Monocytes"	"V814"	-0.046751247	1.15e-06	0.046751247
"1480"	"Monocytes"	"V486"	-0.046719618	1.17e-06	0.046719618
"1481"	"Mast.cells.activated"	"V881"	0.0466972	1.18e-06	0.0466972
"1482"	"B.cells.naive"	"V881"	0.046623971	1.23e-06	0.046623971
"1483"	"T.cells.follicular.helper"	"V567"	-0.0466	1.23e-06	0.046621866
"1484"	"T.cells.CD8"	"V442"	0.0466	1.24e-06	0.046601001
"1485"	"T.cells.CD4.memory.activated"	"V1254"	0.0466	1.24e-06	0.046597955
"1486"	"T.cells.CD4.memory.activated"	"V789"	-0.0466	1.27e-06	0.046562051
"1487"	"T.cells.gamma.delta"	"V669"	-0.0465	1.3e-06	0.04651906
"1488"	"Macrophages.M1"	"V494"	0.046505729	1.31e-06	0.046505729
"1489"	"Mast.cells.activated"	"V516"	-0.046465774	1.33e-06	0.046465774
